merchant_id,merchant_name,merchant_category,merchant_city,merchant_state,is_international
M75584-137015,Baker Ltd,healthcare,Marshport,GA,No
M80437-157366,Marshall and Sons,online_retail,Robersonshire,AS,No
M33536-718361,Franklin-Lindsey,utilities,Mooreview,VA,No
M47568-823788,"Fields, Bryant and Hernandez",electronics,Jacksonmouth,IL,No
M74993-401802,Brown-Smith,healthcare,Lauraview,PA,NO
M38052-240284,"Smith, Castillo and Shaw",healthcare,Port Lesliebury,ID,No
M49968-54985,Chavez Inc,online_retail,Ericchester,MH,No
M91820-583797,"Jordan, Lee and Patterson",ENTERTAINMENT,South Todd,LA,No
M54636-409186,Camacho Group,online_retail,Lake Williamfurt,PA,No
M16071-758886,"Moore, Martin and Zimmerman",gas,Michelleshire,VA,No
M88210-646612,"Buck, Cochran and Spears",online_retail,East Mark,NJ,No
M1614-542139,"Smith, Castillo and Shaw",online_retail,North Mark,NH,No
M77119-657888,Garcia-Hicks,grocery,Port Carol,DC,No
M53899-597023,"Jackson, Lee and Pearson",electronics,Lake Hollystad,CT,No
M90874-691769,Williams-Murphy,dining,West Michelle,MA,No
M55259-569859,"Bartlett, Payne and Adams",grocery,Mullenfort,IN,NO
M53124-466516,"Russell, Alexander and Lynch",gas,South Richard,PW,No
M24489-570906,Baker-Miller,CLOTHING,East Timothyview,NC,No
M80191-849835,"Daniel, Powers and Baker",travel,Port Victoria,MN,No
M24957-947097,Arellano-Mcneil,clothing,South Ruthshire,RI,No
M82510-530635,"King, Robinson and Barron",clothing,East Kenneth,OR,No
M77922-69443,Brown-Boyd,travel,Port Christopherberg,MO,no
M40921-392095,Ball-Velazquez,gas,Jamieberg,MO,No
M39034-865756,Henry-Lawrence,utilities,Harrisfurt,PW,No
M4873-585102,"Lewis, Hicks and Farmer",clothing,Maytown,OR, No
M36514-803401,"Gonzalez, Brown and Butler",healthcare,Mercadoview,FM,No
M72025-465690,Wright-Randall,entertainment,North Christina,KS,No
M58931-134249,Sharp Ltd,utilities,Alexanderview,NJ,No
M34642-44804,"Smith, Collins and Simmons",,Lawsonborough,FL,No
M47350-369483,"Lane, Howell and Wall",online_retail,East Summermouth,PW,No
M27775-996285,Wilson Inc,clothing,North Kathleenshire,MT,No
M56335-159296,Davis Ltd,travel,South Rebeccaberg,PW,No
M76180-718293,Summers-Prince,online_retail,Foleyfurt,VI,No
M39791-787551,Williams-Miller,clothing,North Toni,CA,Yes
M28822-305901,"Stark, Barnes and Fitzpatrick", clothing,Harrisland,KY,No
M3535-327464,Merritt-Ferguson,travel,Port Jeanetteport,GA,Yes
M41689-396855,Villegas and Sons,electronics,Hayesview,NY,No
M3852-160367, Atkinson Group ,gas,Port Alexanderfort,AS,no
M62578-461036,Hoffman-Preston,healthcare,Maynardstad,ND,no
M79090-180658,Webster Inc,clothing,Michaelton,DE,No
M55790-76126,"Guerra, Chapman and Baxter",travel,North Timothyberg,NC,No
M64692-841042,Jordan PLC,online_retail,Williamberg,VA,No
M33152-263206,Smith-Gilbert,ELECTRONICS,Heatherfort,VI,No
M88548-575786,"Lewis, Tran and Farmer",entertainment,Jasonmouth,OK,No
M13490-168172,Rios-Huerta,electronics,Port Dana,,No
M81963-566115,"Berry, Aguilar and Miller",grocery,Danafort,MP, No
M48737-881671,Young-Miller,dining,Bradshawberg,OK,No
M83240-334590,Mcclain-Nichols,gas,Smithfurt,IA,No
M70243-248893,"Mendez, Goodwin and Hamilton",electronics,South Tammymouth,IN,No
M5706-907522,Johnson-Lee,electronics,West Catherinefurt,AR, No
M21145-657935,"Fisher, Gilbert and Williams",clothing,Payneview,IN,No
M78872-606961,Munoz-Patel,dining,East Taylor,GU,yes
M43231-159743,Garcia-Hicks,grocery,Gregoryfurt,RI,No
M48444-484829,Lopez-Parker,entertainment,Williamsside,VT,No
M78696-577807,"Martin, Combs and Kemp",utilities,Olivermouth,NC,No
M91707-329017,"Martin, Molina and Riley",utilities,Mariamouth,NV,No
M15144-54632,Torres PLC,electronics,East Jamesbury,AR,No
M47373-899211,"Ortega, Miller and Kelly",electronics,Jameston,AZ,No
M23808-888542,"Tucker, Barnes and Richardson",travel,Taylorshire,HI,Yes
M98095-246933,Hansen-Huynh,electronics,Johnsonbury,VI,No
M44466-564104,Turner Ltd,entertainment,North Michaelview,IA,No
M24065-477348,Atkinson-Black,utilities,Robinborough,MP,No
M39815-416887,"Montoya, Davis and Steele",clothing,Lake Megan,TN,No
M61855-503763,Hahn-Martin,healthcare,North Christina,GA,Yes
M23268-904778,"James, Mitchell and Keith",online_retail,North Gabrielbury,GU,no
M2786-273704,"Hamilton, Romero and Martin",utilities,Muellerton,PA,No
M10079-392474,Brown Group,Clothing,Juanmouth,PW,No
M86469-87544,"Joseph, Fernandez and Neal",DINING,Leeberg,GA,No
M39892-627080,Garcia Ltd,electronics,New Eduardo,IL,No
M3915-513260,Allen Inc,entertainment,West Teresa,OK,No
M20568-478625,Cobb Ltd,electronics,Port Erictown,RI,No
M51133-803539," Mcgee, Hopkins and Hardy ",UTILITIES,South Amy,SC,No
M21164-500442,Olson LLC,utilities,Craneborough,WA,No
M77999-116413,"Nicholson, Maxwell and Johnson",entertainment,North Martha,MT,No 
M92625-462147,"Perry, Carrillo and Ruiz",gas,West Gregoryville,AZ,No
M72720-862163,"Miller, Ortega and Harrison",online_retail,South Christinahaven,TN,No 
M20857-53907,"Jones, Smith and Guerrero",entertainment,Melissaville,KY,No
M4750-560462,Hurst-Romero,healthcare,Kaufmanton,DC,No
M38863-180322,"Smith, Hamilton and Lopez",online_retail,Turnerstad,LA,No
M87314-90132,"Chavez, Beck and Jones",electronics,Port Laura,NE,No
M83274-258118,Smith-Brown,electronics,East Maria,AL,No
M79088-131949,Holmes-Silva,healthcare,West Kimberlyberg,ND,No
M14508-343902,Morgan-Lewis,dining,Brownside,AL,No
M91844-107664,Collins LLC,gas,Patriciaville,KS,No
M64167-704473,"Paul, Higgins and Garcia",gas,Williamston,AL,No
M79594-660243,Ellis Ltd, dining,West William,RI,No
M26242-983810,Valentine LLC,dining,West Jonathanchester,KS,No
M43507-192607,Glass and Sons,clothing,Port Michellefurt,DE,No
M45558-112740,"Silva, Larson and Weaver",utilities,Zacharyville,MS,No
M20985-501535,"Garcia, Webb and Stout",gas,West Adamtown,MN,No
M55021-739977,Adams-Hartman,clothing,Nathanielburgh,AS,No
M89998-919473,"Gonzales, Pham and Armstrong",HEALTHCARE,West Laurabury,KS,No
M93413-353568,Brown-Miles,utilities,Port Barbarastad,KS,No
M97565-894773,Velazquez-Nelson,gas,Adkinsstad,PR,No
M61325-999577,Cannon-Larson,electronics,Velasqueztown,IA,No
M4771-667196,Cook Inc,electronics,East Douglaschester,AK,No
M59549-648160,Thomas Inc,gas,West Anthonyland,MS,No
M17428-147959,Ramsey PLC,healthcare,West Brianland,ND,Yes
M55437-480856,Rhodes-Jefferson,online_retail,Michellestad,MI,No
M54296-550970,Scott PLC,clothing,Port Amanda,MO,No
M97411-662795,Heath-King,dining,Port Sarah,IL,no
M4998-552445,Martin-Garrison,clothing,Youngfort,MN,No
M9590-985346,"Bryant, Parsons and Burnett",healthcare ,Port Daniel,NJ,No
M94925-558380,Parker-Brown,entertainment ,Garciahaven,SC,No
M52566-788403,"Torres, Wilson and Holt",travel ,New Triciaburgh,DE,No
M27490-587598,Smith Ltd,dining,Davisfurt,DC,No
M47107-90101,Lowe Inc,utilities,Owensfurt,PW,No
M23703-277039,Gonzales LLC,travel,Davidmouth,IN,No
M22278-387227,Taylor-Oconnor,entertainment,Parsonstown,MA,No
M72622-839713,Hunter-Jones,utilities,East Tiffany,AS,No
M32238-410070,Johnson-Harris,dining,Peterfort,AL,No
M62409-565275,Bennett-Turner,clothing,Pattersontown,UT,No
M75352-69797,"Butler, Compton and Yang",travel,West Jeremy,NM,No
M11376-974392,Mendez Inc,entertainment,West Shannon,VI,No
M55600-217421,"Conner, Rice and Maxwell",travel,East Erinberg,FL, No
M31662-452027,Burgess-Kaiser,grocery,New Robertaton,DC,Yes
M83273-291592,"Johnson, Garcia and Hodge",healthcare,Rhodesbury,NH,No
M32073-120434,Anderson LLC,dining,Rebeccaberg,NY,No
M80388-558988,"Mack, Johnson and Smith",Clothing,Amandaville,AK,No
M4203-86096,Smith Ltd,clothing,Pattersonfort,MN,No
M58218-424056,Brennan-Miller,clothing,West Victoriaburgh,LA,Yes
M72678-285124,Walker-Richard,online_retail,Amandamouth,CA,No
M98359-875173,Morris-Kent,online_retail,Taylorberg,NV,No
M69885-253041,Reed LLC,travel,South Curtisfurt,LA,No
M40899-316634,Osborne-Ward,electronics,Rossberg,GU,No
M81085-199542,"Warren, Garcia and Lee",healthcare,Lake Thomasborough,CO,No
M12375-869496,Hatfield Group,utilities,North Scott,LA,No
M89650-79073,Kennedy-Sparks,electronics,Halltown,IN,No
M5317-833999," Nelson, Jackson and Medina ",TRAVEL,East Elizabeth,WA,No
M69507-116756,Contreras-French,electronics,Nathanport,MD,Yes
M30274-680588,Rodriguez-Robertson,travel,Brendabury,VT,No
M72897-508013,Sanchez and Sons,electronics,Crawfordshire,PR,No
M73977-725081,Bell-Steele,travel,New Lisa,WI,No
M1608-104293,Taylor Inc,travel,East Stephanie,SD,No
M5526-117568,Brooks Ltd,utilities,South Dillonshire,VT,No
M20247-888388,Carter and Sons,utilities,South Tracy,DE,No
M93943-791914,Mcfarland and Sons,gas,Perezchester,OK,No
M92323-68101,Johnson Inc,clothing,Johnbury,IN,No
M21978-780178,"Rivera, Hughes and Taylor",grocery,Jessicaton,AS,No
M21380-580642,Wilson-Wells,online_retail,Vanessaville,MO,Yes 
M49529-828355,"Miller, Newman and Hart",dining,Amandaville,ID,Yes
M82901-49530,Lawrence-Shepherd,online_retail,Lake Chad,MS,No
M5532-243259,"Harris, Martin and Johnson",utilities,Tylerville,VA,Yes
M23826-738577,Williams-Marquez,travel,South Kimberly,GU,No
M63771-852214,"Fletcher, Mcguire and Bailey",online_retail,Millerchester,DC,Yes
M54932-799355,Herrera-Holt,utilities,Parkerstad,MI,No
M31899-823888," Alvarez, Johnson and Neal ",online_retail,Smithport,NV,No
M67362-562569,"Barker, Blevins and Bell",electronics,Port Matthewfort,WA,Yes
M61804-935261,Hall-Reynolds,travel,East Johnside,AR,No
M24028-739332,Anderson-Alexander,grocery,Cochranmouth,MN,No
M12783-753412,Young-Myers,online_retail,Williamland,LA,No
M7769-260409,May Inc,gas,Montgomeryfurt,MH,No
M87161-768486,Reyes Ltd,gas,Lake Amanda,PW,No
M97165-819952,Wright Ltd,utilities,Jasmineland,NY,Yes
M31686-130850,Anderson Group,gas,Hullview,WA,No
M38465-909303,Garner Group,healthcare,Luischester,NV,No
M50716-14707,Snyder LLC,travel,East Joshuaville,MO,Yes
M91100-401869,Bradley Ltd,healthcare,Ericaland,MH,No
M49177-277949,Chen and Sons,grocery,Ericfurt,NY,No
M81620-763837, Phillips-Rowland ,entertainment,New Kimberlyview,GU,No
M65186-786989,Wood Ltd,Dining,West Travis,SD,Yes
M60619-266959,Dickson Group,healthcare,Port Brianaville,NJ,No
M19628-139233,Allen-Johnson,utilities,Matthewview,NH,No
M66759-809433,Flores Ltd,travel,Jessicafurt,GU, No
M24606-67919, Baker LLC , gas,Port Kimberlyshire,MO,No
M94492-731779,"Hodges, Moran and Silva",electronics ,South Christineberg,ND,No
M55081-487235,Mcdonald-Gallagher,travel,Wileyborough,MT,No
M84390-31264,Brown Group,online_retail,Ortizshire,MH,No
M19823-193650,Wade Ltd,online_retail,North Jacobburgh,MI,Yes
M1161-692357,Gonzalez-Scott,dining,Rickymouth,PA,No
M38011-897040,Sampson-Daniels,online_retail,Yoderland,NJ,No
M23357-866478,"Castillo, Lee and Jenkins",Travel,Marilynchester,WV,No
M35315-444509,"Sandoval, Mccall and Lyons",clothing,West Erica,IL,NO
M72416-770309,"Thomas, Hester and Moore",gas ,East Jenniferchester,CA,No
M71721-182575,Taylor Group,grocery,Lucasbury,NH,No
M13658-830664,Carlson PLC,gas,Kevinmouth,GA,no
M75000-315360,Freeman-Watts,travel,Smithtown,WA,No
M26129-930442,Johnson-Bailey,travel,Huberberg,UT,No
M60530-811170,Mcfarland-Hughes,gas,Karastad,OH,No
M41996-813460,Reese Inc,clothing,Goodmanmouth,AL,No
M99442-734575,Woods-Hunter,dining,Keithland,DC,No
M79136-171230,"Brown, Franco and Short",entertainment,Christopherborough,IA,No
M35112-624459,Williams LLC,clothing,Robinborough,WA,No
M39196-526888,Rogers-Hall,online_retail,East Misty,MA,No
M30461-627563,Wade-Carroll,entertainment,Eugeneport,VT,No
M89132-133832,Cordova and Sons,entertainment,Weberbury,OR,No
M68565-976042,Wilson-Smith,entertainment,Thomasberg,MH,Yes
M36687-374111,Rodriguez-Bradley,dining,New Christinaside,IA,No
M75084-281006,Lewis Group,dining ,Alexisport,ID,No
M63153-785663,Hess PLC,grocery,Reynoldston,PR,Yes
M12581-389642,Colon-Walker,gas,Petersstad,KS,Yes
M15634-115232,Perry-Newton,online_retail,Lake Diana,MO,No
M42254-175304,Garcia PLC,electronics,Port Garyport,MO,Yes
M8304-390715,Bryant and Sons,utilities,Jenniferport,AK,Yes
M92704-352429,Lopez Ltd,grocery,Mckayshire,WI,no
M59827-762156,Holden-Garrett,gas,Marybury,HI,No
M5923-626729,Bowman Ltd,travel ,East Kelly,AK,No
M10407-171659,"Foster, Reynolds and Wright",healthcare,South Ruthshire,MH,Yes
M88978-546537,"Stewart, Anderson and King",gas,West Shirley,HI,No
M80631-956927,"Walker, Jordan and Lane",dining,Wattsfort,WY,No
M87206-559860,"Maynard, Rhodes and Anderson",travel,Carrilloshire,NJ,No
M25580-586149,Graves-Ford,gas,South Natalie,MO,Yes
M55561-63872,Kramer-Jackson,grocery,Bellburgh,MD,No
M500-658808,"Perez, Arnold and Hill",gas,Lake Samanthatown,NE,No
M91227-105995,"Larson, Thomas and Johnson",Dining,Michaelborough,DE,No
M21846-668178,"Fuller, Li and Porter",online_retail,Wongchester,NM,No
M13197-920979,"Peterson, Boyd and Lynch",entertainment,New Joseph,GU,No 
M40226-35255,Jones-Henry,healthcare,Port Taylortown,MH,No
M21844-361560,Benitez Ltd,Clothing,Port Andrewshire,GU,No
M84802-53311,Richards Ltd,GAS,Livingstontown,WY,Yes
M64982-622156,Oconnor and Sons,gas,Joshuashire,OK,No
M95917-729737,Torres and Sons,grocery,Greerburgh,NH,Yes
M65879-814308,"Bailey, Bell and Fox",travel,Charlesville,VI,No
M34290-982024,Rodriguez-Coleman,grocery,Powellburgh,DC,No
M27557-202122,"Gutierrez, Castaneda and Mendez",travel,North Clinton,ID,Yes
M8375-711608,Mccarthy LLC,online_retail,Jordanton,FL,No
M71229-509954,"Green, Walters and Davis",grocery,South Samuelfort,IL,No
M29314-492270,Freeman-White,gas,Ericahaven,IN,Yes
M94659-167613,Martinez-Davis,grocery,Longburgh,SC,Yes
M64960-764574,Morales-Avila,grocery,Jeffreyland,UT,No
M7228-53287,Rogers Ltd,healthcare,New Peter,KY,No 
M93940-516103, Marshall-Lee ,travel,South Dorothystad,AL,No
M62703-54330,Alexander and Sons,grocery,Port Danielshire,NM,No
M30032-845975,"Clay, Clay and Davis",online_retail,Andrewport,NH,No
M80327-653585,Taylor-Brady,electronics,Hickmanmouth,AS,No
M62580-546196,"Stewart, Anderson and King",clothing,New Alex,NC,Yes
M41289-522197,Hatfield LLC,gas,Davisfurt,MH,No
M69485-308656,"Perry, Gregory and Ayers",clothing,West Courtneyburgh,MS,No
M85979-464291,Donovan LLC,gas,Cantrellberg,AK,No
M41528-127265,"Thompson, Johnson and Carroll",electronics,Lake Raymondmouth,MH,No
M88204-788031,"Thomas, Rubio and Smith",utilities,Fowlertown,MH,No
M3884-497996,Lowe-Frazier,gas,West Susanberg,AR,No
M44273-165010,Sweeney-King,utilities,Hillmouth,FL,No
M27816-481786,Nelson-Schwartz,entertainment,Christinemouth,CO,no
M1899-967595,Woods-James,online_retail,Salasmouth,,no
M92824-488021,"Cortez, Barber and Rios",healthcare,North Donnamouth,OR,No
M36842-490032,Hunt-Murphy,electronics,Gregoryfort,AS,No
M84977-583670,Williams-Harris,utilities,New Patriciaton,MA,No
M39541-558797,Myers LLC,entertainment,Lake Jose,KY,Yes
M15350-434342,"Montgomery, Goodwin and Jones",entertainment,Kellystad,VA,No
M93880-513454,"King, Jackson and Walker",entertainment,Melissaborough,AK,No
M21588-465203,Daniels-Myers,utilities,Port Javierton,WA,No
M38125-743769,"Jones, Henderson and Meza", electronics,Lake Amanda,MA,No
M71425-788921,"Boyle, Torres and Santos",Entertainment,Lebury,VT,No
M11990-224102,Richmond-Ballard,online_retail,Shaneland,IL,No
M39610-458136,"Holt, Wiley and Reid",clothing,Jamesborough,IN,Yes
M63639-854063,"Harper, Solomon and Gonzalez",gas,,CO,No
M14954-164073, Weaver-Sweeney ,healthcare,Port Jose,HI,No
M23142-225428,Smith-Davis,dining,Nicoleberg,AK,No 
M28999-429536,"Wise, Brown and Perry",grocery,West Julie,VI,Yes
M34373-755790,Mitchell-Caldwell,dining,Raybury,MO,No
M98175-221200,"Mata, Holt and Martinez",gas,West Sarahview,CO,No
M67675-149448,"Schmitt, Alexander and Davis",utilities,Thomasport,AK,Yes
M37536-284472,Cooper Ltd, gas,New Lisaside,WA,no
M59114-862822,"Cook, Stevens and Banks",electronics,Wesleyview,LA,No
M50753-90006,Velasquez PLC,electronics,Lake Benjaminton,NY,No
M85964-368740,Nguyen-Robertson,electronics,Port Edward,MD,No
M17614-72494,Ross LLC,online_retail,Port Dana,GU,No
M67426-823772,"Harris, Sanders and Santana",clothing,South James,OH,No
M74184-421905,Hill-Richardson,gas,Jimenezland,NC,No
M43335-624050,Miles-Payne,gas,West Frederick,CA,No
M30104-645965,Good-Wright,healthcare,New Williamshire,MA,No
M8705-307065,Dillon LLC,healthcare,North Kayla,RI,No
M77126-426738,Morrison-Cruz,healthcare,West Richardhaven,MH,No
M33722-668760,Ray-Durham,ONLINE_RETAIL,West Kristabury,ME,No
M39170-820787,Ramirez-Martin,dining,East Allison,MO,No
M46149-406918,Pacheco-Matthews,dining,Laurafort,,No
M17660-925612,Brooks-Diaz,electronics,West Brandy,UT,No
M97976-469573,"Jones, Duncan and Scott",online_retail,Derrickfort,OK,No
M98847-231406,Nicholson-Brown,healthcare,Derrickfort,RI,No
M82810-696360,Hoover Inc,grocery,Buckburgh,RI,No
M93492-253569,Cox Inc,Clothing,Mcclurefurt,FL,No
M5081-948799,"Nelson, Page and Hale",grocery,Karenchester,GA,No
M21645-636176,"Brown, Moran and Gallegos",healthcare,North Edward,WA,No
M36083-796914,Kelly-Jenkins,entertainment,Johnsonchester,WA,NO
M81504-679404,"Lowery, Carson and Morris",gas,Thomasberg,MP,No
M30004-267502,"Robinson, Cabrera and Snyder",healthcare,North Christopherville,MI,No
M32631-683020,"Jones, Smith and Guerrero", dining,Janicefort,MD,No
M11474-57971,Fisher LLC,clothing,,AS,No
M97960-709078,"Beck, Schultz and Salas",electronics,Lake Cameronview,IN,Yes
M22346-159618,Johnson-Garner,online_retail,Jacobmouth,MO,No
M14030-641078,"Martinez, Mccormick and Davis",healthcare,South Shawn,AK,No
M23234-403217," Gilmore, Pittman and Arellano ",online_retail,Maxwellton,FM,No
M63263-596601,Jensen Group,Healthcare,Port Timothy,MO,No
M26332-985660,Pace-Rogers,entertainment,Benjaminhaven,MH,No
M4269-268732,Henry PLC,gas,South Jamesberg,MN,No
M65067-896499,"Smith, Collins and Simmons",utilities,South Troy,MT,No
M2129-244785,"Howard, Turner and Griffin",clothing,West Christophertown,IL,No
M91145-776829,Wolfe Ltd,gas,Sanderston,SC,No
M84887-601966, Lara LLC ,clothing,Collinsfort,AS,No
M12686-189443,"Anderson, Sullivan and Anderson",online_retail,Lake Holly,MI,No
M33301-288523,"Silva, David and Jones",gas,Cherylstad,MS,No
M79336-807380,Mcdowell-Moore,clothing,East Emilyshire,MH,No
M66988-669016,Washington-Black,electronics,Elliottstad,LA,No
M43670-899774,Davenport PLC,travel,North Jessicafurt,MH,NO
M14067-469796,"Peck, Madden and Hernandez",utilities,East Valeriestad,,No
M59988-228261, Sherman-Stafford ,utilities,North Markville,OK,No
M49396-659690,Price Group,utilities,West Nancymouth,AZ,No
M86446-918628,"Bradley, Young and Walker",travel,Lake Arthur,MH,No
M12624-164678,Jenkins LLC,travel,Velezchester,LA,No
M76370-111089,Rodriguez PLC,entertainment,New Melissa,ME,Yes
M92503-740045,Morgan-Holt,grocery,Petershire,MP,YES
M4635-642415,"Kline, Parks and Elliott",dining,Lake Hollystad,RI,No
M59339-301070,Bender-Thomas,grocery,Destinyberg,CO,No
M18588-584799,"Mcdowell, Wilson and Powers",utilities,New Kimberly,WY,No
M79706-590208,"Campbell, Gilbert and Garcia",grocery,Jamesmouth,,No
M59808-985148,Freeman and Sons,clothing ,Lake Eugeneborough,ME,No
M46548-215848,Whitney Group,grocery,Smithland,MO,No
M1766-506512,"Barrett, Peterson and Rodriguez",clothing,West Emily,PR,Yes
M51071-538858,Miller LLC,grocery,New Jamie,SC,No
M59847-306885,Davis-Howell,gas,New Scottborough,FM,No
M10063-326190, Conrad Ltd ,grocery,Lopezmouth,DC,No
M93519-852448,"Miller, Myers and Hopkins",electronics,Seanland,ND,No
M98511-894382,King Inc,travel,New Tashastad,MT,No
M44601-135959,Ibarra-Rodriguez,online_retail,Joshuamouth,ND,No
M95635-255800,Chapman Group,utilities,North Andrew,MS,NO
M26389-613981,"Harvey, Bates and Roach",ONLINE_RETAIL,Martinbury,VI,No
M14092-783648,Graves-Ford,entertainment,Nunezbury,TX,No
M21860-768622,Becker Inc,online_retail,Carolhaven,NE,No
M34970-466998,Black-Rivera,electronics,Julieberg,CO,No
M94944-17983,"Allen, Patterson and Burnett",grocery,Lake Randall,TX,No
M66194-421421,Ponce and Sons,gas,South Kendra,AS,No
M60735-651915,,utilities,Jesusside,NC,No
M59090-891960,Watson PLC,healthcare,Smithview,ND,No
M46175-490177,Ramirez-Brandt,clothing,New Nathan,AK,No
M96265-627409,"Gibson, Joseph and Flowers",online_retail,Lanceburgh,GU,Yes
M55155-444251, Jimenez-Brooks ,gas,Charlesberg,NE,No
M56428-220700,"Turner, Hunt and Garcia",Online_Retail,Shaneport,TN,No
M85321-463956,Thomas Ltd,clothing,South Marcusstad,VI,No
M9473-835829,Payne-Wilson,healthcare,Pattersonhaven,AK,Yes
M91573-159830,"Peterson, Sandoval and Foley",ENTERTAINMENT,South Louisland,AR,Yes
M78442-900748,"Vega, Pugh and Daniels",gas,Jimport,VI,No
M21437-634279,"Pace, Ross and Banks",grocery,Suttonview,NJ,No
M44764-249839,Weaver and Sons,grocery,Knightfort,AZ,No
M24402-484579,Montes-Williams,utilities,Weaverton,MP,No
M34537-824517,"Thomas, Miles and Alvarez",entertainment,Lake David,MP,Yes
M70420-463395,Rice-Rogers,grocery,Lake Taylor,WA,No
M95917-963834,"Larson, Thomas and Johnson",entertainment,West Mark,OH,No
M23654-948829,"Jones, Hill and Rowe",online_retail,Lake Amber,WY,No
M44167-136395,Davis-Neal,entertainment,South Mark,SC,No
M96307-330690,"Bailey, Diaz and Jimenez",healthcare,Danielbury,IL,No
M87261-226394,Williams-Ryan,dining,Jamesborough,OR,Yes
M96326-883468,Grimes Inc,travel,North Elizabeth,PA,Yes
M3183-102279,Bass Group,entertainment,Lake Kathrynbury,NY,No
M96495-212420,Weaver-Keller,online_retail,Graymouth,AZ,No
M64995-538471,Hess Ltd,,Henryport,NV,No 
M44068-508926,Bailey Inc,utilities,New Doris,AL,No
M78787-740849,Casey-Jackson,dining,New Robertfurt,NM,No
M5487-786857,Roman Inc,healthcare,Grossbury,WI,No
M55780-51964,Johnson Inc,dining,East Kristina,AL,No
M99756-278355,Brown-Foster,utilities,Chadfurt,WA,No
M15463-243283," Li, Hernandez and West ",healthcare,South Ashley,WY,No
M77497-69335,Henry-Thomas,healthcare,Port Jeremy,WA,No
M95826-939022,"Andrews, Contreras and Erickson",dining,Millerfurt,MO,No
M22001-876815,Farmer-Carroll,gas,Andersonville,FL,No
M28249-764045,"Baldwin, Green and Wilson",dining,South Timothy,CT,Yes
M70607-971662,Collins-Charles,electronics,Adamborough,MO,No
M93027-121182,"Knight, Lopez and Mclean",gas,New Lisa,MD,Yes
M22945-262466,Lopez-Dougherty,clothing,East Kathleenshire,VA,Yes
M71181-977930,Banks Inc,grocery,Marialand,ME,Yes
M29558-455189,Pitts PLC,,West Christian,LA,Yes
M25416-265846,"Morris, Lopez and Farrell",entertainment,West Shawnland,DC,No
M56980-581275,"Cohen, Garrison and Hall",clothing ,Jacobhaven,VI,No
M18614-929897,Huerta PLC,grocery,Mosleytown,PW,No
M12046-779748,Taylor LLC,clothing,East Richardside,KS,Yes
M32366-408637,"Myers, Mills and Rodriguez",utilities,Candiceberg,NY,No
M33183-44728,Miller-Butler,online_retail,New Reginaburgh,MS,No
M20633-600588,"Rogers, Garcia and Rodriguez",utilities,West Kenneth,OH,No
M39289-305257,"Wall, Oliver and Montgomery",entertainment,South Madison,CT,No
M41992-680390,Sosa PLC,gas,Salazarside,IL,
M2209-204410,Torres-Perez,gas,Laurenstad,OR,No
M29985-31876,Mills Inc,electronics,East Timothyview,MA,No
M33213-544387, Stone Inc ,Travel,Port Robertchester,SC, Yes
M42705-484396,Torres-Lewis,utilities,North Karenland,MP,Yes
M66762-190352,Cooper and Sons,electronics,Oliviafurt,ND,No
M76330-198386,Padilla-Meyer,gas,Lake Sarahhaven,ID,No
M1228-94097,Alvarado Ltd,gas,West Haleyburgh,RI,Yes
M39102-834928,Cruz PLC,online_retail ,Carterside,AS,No
M84505-481587,Blake and Sons,clothing,Smithhaven,KY,No
M47871-164485,Nelson-Brown,travel,South Kimberly,MI,No
M8676-500160,Velazquez PLC,electronics,Pattersonfort,OK,No
M74198-432903,"Robbins, Larson and Durham",clothing,Andrewview,PW,No
M82309-329073,Flores PLC,online_retail,Alexistown,PR,No
M54382-230647,Green Ltd,online_retail,Adamview,TX,No
M78287-138724,"Smith, Baker and Hampton",entertainment,South Derektown,MA,No
M23479-725099,"Watkins, Pearson and Jacobs",dining,East Lisamouth,GU,No
M72468-904169,Bowers Ltd,entertainment,Sarahport,DE,No
M10564-76725,"Lucas, Carter and Lewis", gas,East Jonathan,MS,No
M96305-103566,Lee Inc,online_retail,Deborahtown,NM,No
M45378-75504,Nunez-Mitchell,online_retail,Sullivanberg,ME,No
M95357-569659,Austin-Richard,gas,New Jessicahaven,NY,No
M97327-149214,Davidson Ltd,electronics ,Rodriguezshire,MI,No
M78085-140163,"Gibson, Brennan and Lee",utilities,Ericaton,AK,No
M51360-877418,Wilcox Ltd,healthcare,Nguyenside,MD,No
M3398-837775,"Barker, Blevins and Bell",grocery,Lake Paul,MI,No
M3151-185515,Wolfe Ltd,grocery,Jonathanburgh,IN,No
M41918-911079,"Maddox, Cook and Wagner",clothing,Lake Jillchester,SC,No
M44006-684537,Bell-Jenkins,online_retail,Jacksonhaven,WY, No
M94255-215645,Carter Ltd,electronics,Ramosmouth,OH,No
M12921-455727,Thomas-Allen,travel,Jasonchester,DE,NO
M59744-329492,Guzman-Johnson,travel,West Amandastad,FL,No
M12576-325698,Marshall PLC,gas,Baileytown,MP,No
M37656-900198,"Nelson, Villegas and Chen",dining,West Danielleberg,SC,No
M86994-343874,Byrd Group,dining,North Wesleyton,WV,No
M19668-844927,Callahan-Ali,Dining,North Ambertown,AL,No
M42094-30707,"Beck, Schultz and Salas",utilities,East Michaelshire,OR,No
M85573-927024,"Kline, Parks and Elliott",grocery,Millerburgh,,No
M15741-222504,White-Garcia,gas,Williamston,PW,No
M90093-24711,Mcgee Inc,electronics,Melissaville,MN,No
